scenario_id,record_id,level,correct_debater_pos,label,baseline,judge,chosen_debater,a_quote_acc,a_quote_num,b_quote_acc,b_quote_num,chosen_debater_quote_acc_diff,Baseline Correct,Judge Correct
5bb89a91ea2415fd70dd282603780b5d,44ae4e42-f335-4ab3-84ef-25cfadbe947d,LowConflict,1,disproved,proved,unknown,2,1.0,10,1.0,9,0.0,0,0
5e7a9de65c717a1ff45aba3b20c10e1f,5aa79d4c-ad95-4be6-8b07-9803d16a119d,HighConflict,2,proved,proved,disproved,1,1.0,8,1.0,8,0.0,1,0
5e7a9de65c717a1ff45aba3b20c10e1f,6b3650f8-8ac1-4c93-83b2-4cdc25d49e34,HighConflict,-1,proved,proved,unknown,2,0.6666666666666666,3,0.6666666666666666,3,0.0,1,0
5e7a9de65c717a1ff45aba3b20c10e1f,d211851a-f8ca-42d9-884b-f1f2ec2aaf1e,HighConflict,1,proved,proved,proved,1,1.0,7,1.0,9,0.0,1,1
651173047e352aa9189b15bdb952cdb3,0c844218-435e-4f72-8dea-27ed51b6c7f3,HighConflict,1,unknown,unknown,unknown,1,1.0,6,1.0,7,0.0,1,1
651173047e352aa9189b15bdb952cdb3,3db0c8fd-6b6d-4c15-bf03-7f269bd487f0,HighConflict,2,unknown,unknown,unknown,2,0.3333333333333333,3,0.8333333333333334,6,0.5,1,1
651173047e352aa9189b15bdb952cdb3,5ebcc226-6ec2-413f-8eee-651a1714bcd3,HighConflict,-1,unknown,unknown,disproved,2,1.0,4,1.0,4,0.0,1,0
687f8d3b2086d2d568beb9be6b345b2b,6ce2c7ae-dedd-40a6-8e85-49e5a57e59d9,HighConflict,2,proved,proved,proved,2,0.6666666666666666,3,0.8571428571428571,7,0.19047619047619047,1,1
687f8d3b2086d2d568beb9be6b345b2b,91d0c712-6843-4ae7-85d8-e0169c60a9c6,HighConflict,-1,proved,proved,disproved,1,1.0,8,1.0,6,0.0,1,0
687f8d3b2086d2d568beb9be6b345b2b,daf70993-a3f0-4457-9f3a-389724c40f57,HighConflict,1,proved,proved,disproved,2,1.0,6,1.0,6,0.0,1,0
68fb90f6350de4b804c1c1dad37fe85e,014da6fc-dd05-49d5-87ce-fa5f565a66bf,HighConflict,-1,unknown,unknown,disproved,2,0.9,10,1.0,8,0.09999999999999998,1,0
68fb90f6350de4b804c1c1dad37fe85e,a271767f-2ed5-44dd-b029-4af2ad085f41,HighConflict,1,unknown,unknown,unknown,1,0.7777777777777778,9,0.8,15,-0.022222222222222254,1,1
68fb90f6350de4b804c1c1dad37fe85e,e67a0305-8ec3-46ff-b7f7-c3c909d8b83b,HighConflict,2,unknown,unknown,unknown,2,0.0,9,0.0,9,0.0,1,1
69334cff5980b1a1967b9b4fdd0a9e99,20ac8d57-09fe-4bbf-b180-a71eb3798be8,LowConflict,-1,unknown,disproved,disproved,2,1.0,7,1.0,4,0.0,0,0
69334cff5980b1a1967b9b4fdd0a9e99,64e04688-6fd7-4fc9-924f-e1cdb5c9fd0b,LowConflict,2,unknown,disproved,unknown,2,1.0,6,1.0,8,0.0,0,1
69334cff5980b1a1967b9b4fdd0a9e99,aa252a26-4aee-4a54-940f-94984191900f,LowConflict,1,unknown,disproved,unknown,1,1.0,6,1.0,3,0.0,0,1
69edc842d0f0efbbe7e5a4b2ba94063b,1e4c920a-2b12-47f0-aed1-497482d0e149,HighConflict,1,proved,unknown,disproved,2,1.0,9,1.0,10,0.0,0,0
69edc842d0f0efbbe7e5a4b2ba94063b,9621c841-933d-4c93-afc3-70836a148141,HighConflict,-1,proved,unknown,unknown,2,0.75,8,1.0,12,0.25,0,0
69edc842d0f0efbbe7e5a4b2ba94063b,c0bd0fdc-5e31-406a-9b39-dcf438720403,HighConflict,2,proved,unknown,disproved,1,1.0,9,1.0,7,0.0,0,0
6a8105748f60dc67ab01163474955e80,bea1a24a-d6d6-40f7-8cdb-d2e66e00cbee,HighConflict,-1,disproved,disproved,proved,2,0.6666666666666666,6,1.0,6,0.33333333333333337,1,0
6a8105748f60dc67ab01163474955e80,c24da305-16d3-4760-bed2-fb17cc85a63d,HighConflict,1,disproved,disproved,unknown,2,1.0,6,1.0,3,0.0,1,0
6a8105748f60dc67ab01163474955e80,e6f4c578-0cec-4b1b-9d35-3cb99ea400dd,HighConflict,2,disproved,disproved,unknown,1,0.0,3,0.0,6,0.0,1,0
6c1955452749a7d941ef459da384be8f,528ce181-3ca9-48ac-9ad7-cba6db102870,LowConflict,2,unknown,unknown,unknown,2,1.0,3,1.0,6,0.0,1,1
6c1955452749a7d941ef459da384be8f,aaea53e4-c7d4-4e59-869b-5b773df970e3,LowConflict,-1,unknown,unknown,disproved,2,1.0,6,1.0,5,0.0,1,0
6c1955452749a7d941ef459da384be8f,c182e00c-0f9b-44a0-b261-04c1d43cbfac,LowConflict,1,unknown,unknown,unknown,1,1.0,6,1.0,4,0.0,1,1
6c97b07c40d11d6b05fc6acd636d42c4,1681b23b-ae2a-46f2-b810-0b38463f7624,LowConflict,1,disproved,unknown,unknown,2,0.8571428571428571,7,1.0,7,0.1428571428571429,0,0
6c97b07c40d11d6b05fc6acd636d42c4,9dcaf55f-ca94-4fd3-a213-68a01d49fefc,LowConflict,2,disproved,unknown,unknown,1,0.0,5,0.8333333333333334,6,-0.8333333333333334,0,0
6c97b07c40d11d6b05fc6acd636d42c4,9f77d51d-0433-499b-91e0-cb73b67c4a39,LowConflict,-1,disproved,unknown,unknown,1,0.5,6,0.75,4,-0.25,0,0
6cfda29cce95e99b8557b02a7329a2d7,70906486-fafa-40f2-92d9-f689ee5a0625,LowConflict,-1,disproved,unknown,proved,2,0.875,8,1.0,9,0.125,0,0
6cfda29cce95e99b8557b02a7329a2d7,b0962403-f6e7-4632-976b-ed909308802a,LowConflict,2,disproved,unknown,unknown,1,1.0,7,1.0,9,0.0,0,0
6cfda29cce95e99b8557b02a7329a2d7,b5592382-9f78-4ca8-9811-5cba5cbc52f7,LowConflict,1,disproved,unknown,unknown,2,0.8888888888888888,9,1.0,7,0.11111111111111116,0,0
71c69eed5e210a07e9ae4427ead560e5,1ddb0826-b85c-46a0-9410-3c1abfce3a22,LowConflict,2,proved,proved,disproved,1,0.6666666666666666,6,0.875,8,-0.20833333333333337,1,0
71c69eed5e210a07e9ae4427ead560e5,7149d637-1831-4e56-a6fc-826835127ccb,LowConflict,-1,proved,proved,unknown,2,0.8333333333333334,6,0.8333333333333334,6,0.0,1,0
71c69eed5e210a07e9ae4427ead560e5,fc155c87-e27d-43bb-9686-2adf6a2dc87f,LowConflict,1,proved,proved,disproved,2,0.6,5,1.0,8,0.4,1,0
72a6daa85f08ba84bf55601f329b6808,60d4394a-060b-4515-9e9d-8d073f5a1a7e,LowConflict,2,proved,proved,proved,2,0.8,10,1.0,8,0.19999999999999996,1,1
72a6daa85f08ba84bf55601f329b6808,c1ca924a-f4f4-401e-b7b2-eb9c899b5f8d,LowConflict,1,proved,proved,disproved,2,1.0,7,1.0,7,0.0,1,0
72a6daa85f08ba84bf55601f329b6808,c47ad043-6eef-40a6-9271-a4f1655a15fc,LowConflict,-1,proved,proved,unknown,2,1.0,9,1.0,5,0.0,1,0
7762c76170c9d8866f03e3fc08d94b2e,213ece06-5228-469d-86dd-5d3635c31dae,HighConflict,2,proved,unknown,disproved,1,1.0,3,1.0,4,0.0,0,0
7762c76170c9d8866f03e3fc08d94b2e,7e3868ef-fcc6-4a87-865f-bc7620672eae,HighConflict,1,proved,unknown,disproved,2,0.8333333333333334,6,1.0,7,0.16666666666666663,0,0
7762c76170c9d8866f03e3fc08d94b2e,c623dd61-8f76-4664-9662-0334266ddf84,HighConflict,-1,proved,unknown,unknown,2,1.0,4,1.0,7,0.0,0,0
78771f21f888ff8325a1fa4d20a11898,584ff3c2-2ab5-4fa2-849f-80a634821169,LowConflict,1,disproved,disproved,unknown,2,1.0,6,1.0,6,0.0,1,0
78771f21f888ff8325a1fa4d20a11898,bb8603fa-0b81-4ea0-88aa-e63b4f5a6b68,LowConflict,-1,disproved,disproved,proved,2,0.6666666666666666,6,0.7142857142857143,7,0.04761904761904767,1,0
78771f21f888ff8325a1fa4d20a11898,bef52b57-ad1e-4282-9695-467c972d6af9,LowConflict,2,disproved,disproved,disproved,2,0.5555555555555556,9,1.0,6,0.4444444444444444,1,1
7b1eaaa73d68287a5b2b2216b8b6fd6f,28eb82f8-596f-401b-96a3-f13f62b1765f,HighConflict,2,proved,proved,proved,2,0.8333333333333334,6,1.0,9,0.16666666666666663,1,1
7b1eaaa73d68287a5b2b2216b8b6fd6f,71a63176-30ed-4a69-a5b4-a4f690f343cd,HighConflict,1,proved,proved,disproved,2,1.0,6,0.8333333333333334,6,-0.16666666666666663,1,0
7b1eaaa73d68287a5b2b2216b8b6fd6f,8b9da301-127d-4bc8-bd07-0953abea9020,HighConflict,-1,proved,proved,unknown,2,1.0,4,1.0,3,0.0,1,0
7ca0a3144173fa83e8cf10035fd4c1bb,17f0d226-3622-49c1-a227-f059557ac95e,LowConflict,-1,disproved,disproved,proved,2,1.0,8,1.0,9,0.0,1,0
7ca0a3144173fa83e8cf10035fd4c1bb,7a3e3431-3880-4e17-8a6e-6ff7ea6265f2,LowConflict,2,disproved,disproved,unknown,1,1.0,5,1.0,4,0.0,1,0
7ca0a3144173fa83e8cf10035fd4c1bb,f28a550c-b056-411c-9a75-181c0e940e82,LowConflict,1,disproved,disproved,unknown,2,1.0,6,1.0,6,0.0,1,0
7dd4de9db2892178fa5ba47472c1f7a7,524b60e4-0768-43be-8cb2-8e753fe22ab6,LowConflict,1,proved,proved,disproved,2,1.0,9,1.0,6,0.0,1,0
7dd4de9db2892178fa5ba47472c1f7a7,7ffd8907-67ad-43ef-97d6-0e4c0c4f977f,LowConflict,2,proved,proved,disproved,1,0.7142857142857143,7,1.0,9,-0.2857142857142857,1,0
7dd4de9db2892178fa5ba47472c1f7a7,ba02e294-19a8-4762-a018-884b72af3b23,LowConflict,-1,proved,proved,unknown,2,1.0,3,1.0,3,0.0,1,0
7f1a67ba0aaed310db53a7e17329f6c2,605fc52c-e9cd-4ecd-bf31-0fb4d971f9f8,HighConflict,1,disproved,disproved,unknown,2,0.8333333333333334,6,1.0,7,0.16666666666666663,1,0
7f1a67ba0aaed310db53a7e17329f6c2,614cd139-d4c9-4e98-b582-ca4f0bd69f20,HighConflict,2,disproved,disproved,unknown,1,0.2857142857142857,7,0.5,4,-0.2142857142857143,1,0
7f1a67ba0aaed310db53a7e17329f6c2,d4530671-9b20-4848-a78e-45e0869e8b1b,HighConflict,-1,disproved,disproved,unknown,1,0.0,6,0.0,6,0.0,1,0
7f4e9ce24b408ad011c06b621f2b1478,9a638d9b-c2e6-4733-97e7-fb069114b5d2,LowConflict,1,unknown,unknown,unknown,1,1.0,5,1.0,5,0.0,1,1
7f4e9ce24b408ad011c06b621f2b1478,b7c7993d-716c-41e9-9591-9f54838a4871,LowConflict,2,unknown,unknown,unknown,2,0.875,8,0.8,5,-0.07499999999999996,1,1
7f4e9ce24b408ad011c06b621f2b1478,fd354128-bab6-49d3-89f1-4ae13d3fdbc1,LowConflict,-1,unknown,unknown,disproved,2,1.0,4,1.0,6,0.0,1,0
80d39118f6e091c98804836b74a7017f,11855c0d-7ac5-48c4-8ea5-5ac6142a53c7,HighConflict,-1,unknown,disproved,disproved,2,0.875,8,1.0,7,0.125,0,0
80d39118f6e091c98804836b74a7017f,ada36e3e-f7b6-4eb2-bb43-616790b8063e,HighConflict,1,unknown,disproved,unknown,1,0.8888888888888888,9,0.6666666666666666,9,0.2222222222222222,0,1
80d39118f6e091c98804836b74a7017f,eec99ed7-19c5-44d7-b5ee-1a2906e0bdc5,HighConflict,2,unknown,disproved,unknown,2,1.0,7,1.0,5,0.0,0,1
84a49059e4bab1241948ea82e36f7570,06ceda40-ec86-4642-9c60-d03a24a0f558,HighConflict,1,disproved,unknown,unknown,2,1.0,6,1.0,4,0.0,0,0
84a49059e4bab1241948ea82e36f7570,f02a7dff-3778-4033-94ef-1613bafb8115,HighConflict,2,disproved,unknown,disproved,2,0.6,5,0.625,8,0.025000000000000022,0,1
84a49059e4bab1241948ea82e36f7570,f66aad02-775d-4fe1-8f07-526645d711bc,HighConflict,-1,disproved,unknown,unknown,1,0.5,6,0.25,4,0.25,0,0
868248929d9028b28a3adb63271b484f,3e698e53-0497-452f-b8b8-e98d8e03d48d,HighConflict,1,disproved,disproved,unknown,2,0.5,2,0.0,6,-0.5,1,0
868248929d9028b28a3adb63271b484f,3e7ea8e4-4d4f-4b74-9083-9fd6a5f18e3b,HighConflict,2,disproved,disproved,unknown,1,1.0,3,1.0,3,0.0,1,0
868248929d9028b28a3adb63271b484f,acccf7c6-4258-4853-996f-97a3f5ec631b,HighConflict,-1,disproved,disproved,unknown,1,1.0,3,1.0,6,0.0,1,0
868fae73435a7b8d60b18bcd3dbb554b,8fdb389d-1682-42a7-a92f-f4d17fffa64e,HighConflict,2,unknown,proved,unknown,2,0.8333333333333334,6,0.75,4,-0.08333333333333337,0,1
868fae73435a7b8d60b18bcd3dbb554b,9dfd2b84-dcec-471e-a2fa-d0c4a579e12c,HighConflict,-1,unknown,proved,disproved,2,1.0,8,1.0,6,0.0,0,0
868fae73435a7b8d60b18bcd3dbb554b,bd5db3ec-3103-45eb-a101-7fe56083937c,HighConflict,1,unknown,proved,unknown,1,0.42857142857142855,7,0.8,5,-0.3714285714285715,0,1
86fd3db4726e12cba4cb398e0b7d18b7,68cf1856-83eb-423c-9cec-1e6a5dc2b75e,HighConflict,1,disproved,proved,unknown,2,1.0,8,1.0,6,0.0,0,0
86fd3db4726e12cba4cb398e0b7d18b7,77f2fcf1-5133-4be6-997a-11ac56dc6b7c,HighConflict,2,disproved,proved,unknown,1,0.8571428571428571,7,0.14285714285714285,7,0.7142857142857142,0,0
86fd3db4726e12cba4cb398e0b7d18b7,bc4bda05-49ff-460e-a906-8bd02612d063,HighConflict,-1,disproved,proved,unknown,1,0.8333333333333334,6,0.5714285714285714,7,0.261904761904762,0,0
8eec006866fa99193f94453de6540673,1ee1098a-4461-4477-a3fd-d7fab3bda180,LowConflict,1,unknown,unknown,unknown,1,1.0,6,1.0,6,0.0,1,1
8eec006866fa99193f94453de6540673,ac70a85e-8dde-4793-bbeb-1c2d680e39c9,LowConflict,2,unknown,unknown,unknown,2,1.0,6,1.0,5,0.0,1,1
8eec006866fa99193f94453de6540673,d9797843-4832-4651-9b4f-7cb478a5aa93,LowConflict,-1,unknown,unknown,disproved,2,1.0,7,1.0,8,0.0,1,0
90052351bd7b5ac482e9798bb1d5bcd6,0c294483-97d2-47e2-a2b9-3723cb2914a7,LowConflict,-1,unknown,unknown,proved,1,0.9,10,1.0,7,-0.09999999999999998,1,0
90052351bd7b5ac482e9798bb1d5bcd6,b05aa7c8-cba2-4182-9e64-d0f335d294a4,LowConflict,1,unknown,unknown,unknown,1,0.8571428571428571,7,1.0,8,-0.1428571428571429,1,1
90052351bd7b5ac482e9798bb1d5bcd6,dad63271-8fbb-4c58-a7cd-cb30881aee08,LowConflict,2,unknown,unknown,unknown,2,0.0,10,0.0,8,0.0,1,1
915eb90d8c288df52e74c292fb9bef96,39c2e298-f283-42d5-bcee-44eff942e47f,HighConflict,-1,proved,unknown,disproved,1,1.0,10,0.7272727272727273,11,0.2727272727272727,0,0
915eb90d8c288df52e74c292fb9bef96,57f7b215-3de4-4d54-82f2-104eab636808,HighConflict,1,proved,unknown,disproved,2,0.7777777777777778,9,1.0,8,0.2222222222222222,0,0
915eb90d8c288df52e74c292fb9bef96,c729cdad-175e-41dc-8540-6c633cd96910,HighConflict,2,proved,unknown,disproved,1,1.0,9,1.0,10,0.0,0,0
93b69fd0054fbb398f5f21617b25c2bc,104f5a6e-9897-40f6-a87f-19681649467c,HighConflict,-1,disproved,unknown,unknown,1,0.7777777777777778,9,1.0,8,-0.2222222222222222,0,0
93b69fd0054fbb398f5f21617b25c2bc,eaa2c26d-9550-48e2-adf8-1c5bfa617cd9,HighConflict,1,disproved,unknown,unknown,2,0.6,5,1.0,7,0.4,0,0
93b69fd0054fbb398f5f21617b25c2bc,f1e52b73-7e84-44f2-9333-da36b4cd1b9e,HighConflict,2,disproved,unknown,disproved,2,0.6,10,0.7777777777777778,9,0.1777777777777778,0,1
94d68ccc1e990fdc9d88f85b51f93835,67238904-4ac3-4c48-91b6-328dec1fc515,HighConflict,-1,unknown,disproved,disproved,2,0.8333333333333334,6,1.0,9,0.16666666666666663,0,0
94d68ccc1e990fdc9d88f85b51f93835,a81a16d7-afe5-4de1-88be-c9e651d70e8a,HighConflict,2,unknown,disproved,unknown,2,0.8888888888888888,9,1.0,6,0.11111111111111116,0,1
94d68ccc1e990fdc9d88f85b51f93835,e31d632e-b9a9-4599-9e4a-282d795fd6a8,HighConflict,1,unknown,disproved,unknown,1,1.0,9,1.0,7,0.0,0,1
9ba8f28e68cf0154a7a96b55fe46840b,7eaf1ec8-f803-4875-a99a-c866c8a91da8,HighConflict,-1,disproved,disproved,proved,2,0.625,8,0.9166666666666666,12,0.29166666666666663,1,0
9ba8f28e68cf0154a7a96b55fe46840b,807f596d-6d39-4afc-977a-09002ad0e6b8,HighConflict,1,disproved,disproved,unknown,2,0.9090909090909091,11,1.0,7,0.09090909090909094,1,0
9ba8f28e68cf0154a7a96b55fe46840b,97025531-36da-43da-bcba-d434ab19033a,HighConflict,2,disproved,disproved,disproved,2,0.6666666666666666,6,0.8,10,0.13333333333333341,1,1
9fc684daab67f18d8942592e4dbfa0fe,5e3d2733-0bab-4ea5-9e63-d96f927ff583,HighConflict,2,unknown,unknown,unknown,2,0.7142857142857143,7,1.0,6,0.2857142857142857,1,1
9fc684daab67f18d8942592e4dbfa0fe,7062fcae-2016-430c-9ff4-602e3d8f2968,HighConflict,1,unknown,unknown,unknown,1,0.8571428571428571,7,1.0,3,-0.1428571428571429,1,1
9fc684daab67f18d8942592e4dbfa0fe,cd3e99cd-c802-49ea-a081-c9dd4a9e0e05,HighConflict,-1,unknown,unknown,proved,1,0.5555555555555556,9,0.7142857142857143,7,-0.15873015873015872,1,0
a0bfb87225bc8b97730f23c978fbbc71,0c92ba19-8733-4782-8dba-10cc91d04217,HighConflict,-1,unknown,unknown,disproved,2,0.8,5,0.6,5,-0.20000000000000007,1,0
a0bfb87225bc8b97730f23c978fbbc71,303ae054-a8e7-4663-8c51-538ee7b5fb19,HighConflict,1,unknown,unknown,unknown,1,0.8571428571428571,7,0.625,8,0.2321428571428571,1,1
a0bfb87225bc8b97730f23c978fbbc71,f28dd622-7f47-49e5-b136-0ed5e003c655,HighConflict,2,unknown,unknown,unknown,2,0.14285714285714285,7,0.125,8,-0.01785714285714285,1,1
a10d2525a748352c863eb6753ea5073e,2b52fb98-3ddc-4714-8438-4ed3170a24c9,LowConflict,2,unknown,unknown,unknown,2,0.8333333333333334,6,1.0,5,0.16666666666666663,1,1
a10d2525a748352c863eb6753ea5073e,2e51de0b-19aa-497a-93a2-9b7595a729d8,LowConflict,1,unknown,unknown,unknown,1,0.3333333333333333,6,0.25,8,0.08333333333333331,1,1
a10d2525a748352c863eb6753ea5073e,374787e5-e83f-40c0-b7b7-bb67341f2014,LowConflict,-1,unknown,unknown,disproved,2,0.8571428571428571,7,1.0,9,0.1428571428571429,1,0
a3ccd8805ec2c5c272f7e84f8c9017a8,176e5595-8500-4398-82de-86643a7b6ff0,LowConflict,2,unknown,disproved,proved,1,1.0,6,1.0,6,0.0,0,0
a3ccd8805ec2c5c272f7e84f8c9017a8,31540aa1-9b65-47c7-a48e-a121e9404f59,LowConflict,1,unknown,disproved,unknown,1,1.0,6,1.0,8,0.0,0,1
a3ccd8805ec2c5c272f7e84f8c9017a8,ea2122b6-ee22-4560-8976-0e181bbadcc2,LowConflict,-1,unknown,disproved,disproved,2,1.0,6,1.0,6,0.0,0,0
a63719fee0f2155f1acee3877e526cd7,072759dc-6de1-4d6f-a4cf-627d315bee9c,LowConflict,1,unknown,unknown,unknown,1,0.0,3,0.0,6,0.0,1,1
a63719fee0f2155f1acee3877e526cd7,3148b9be-c13b-44f9-9537-b89f25240e7d,LowConflict,2,unknown,unknown,unknown,2,1.0,6,1.0,8,0.0,1,1
a63719fee0f2155f1acee3877e526cd7,3f552d03-65f7-4a73-a102-a5cd5b63a7f4,LowConflict,-1,unknown,unknown,disproved,2,1.0,7,1.0,4,0.0,1,0
a65a19a7de1ce4c040b877e516da049e,5ac1b8d9-ac8e-4201-986e-4aa35b9017ed,LowConflict,-1,proved,proved,disproved,1,1.0,8,1.0,6,0.0,1,0
a65a19a7de1ce4c040b877e516da049e,d8ed96c8-ac1d-4b89-b6c9-e0d80848a942,LowConflict,1,proved,proved,proved,1,1.0,6,1.0,3,0.0,1,1
a65a19a7de1ce4c040b877e516da049e,f3c4ddbf-2d6d-4c69-b980-f50a9018dd1b,LowConflict,2,proved,proved,proved,2,1.0,4,1.0,9,0.0,1,1
abd8af4a27dca906236ca4c25eb99cf5,1601a44a-2d36-440a-a4bd-662a8260f0ae,LowConflict,-1,disproved,disproved,unknown,1,0.8571428571428571,7,0.7777777777777778,9,0.0793650793650793,1,0
abd8af4a27dca906236ca4c25eb99cf5,237e87db-0a43-4512-bb3e-66a4e2729124,LowConflict,2,disproved,disproved,disproved,2,0.4,5,1.0,6,0.6,1,1
abd8af4a27dca906236ca4c25eb99cf5,70e293c5-08fb-4199-a418-aa7700729aaf,LowConflict,1,disproved,disproved,unknown,2,0.6,5,0.9285714285714286,14,0.3285714285714286,1,0
ac252485b9867f4db31bc72ed3a01411,0ecff29a-98db-403a-81d8-a95b8c708698,HighConflict,-1,proved,unknown,unknown,2,0.8333333333333334,6,1.0,7,0.16666666666666663,0,0
ac252485b9867f4db31bc72ed3a01411,46d64060-68c9-428a-b4a4-20d1121664f0,HighConflict,1,proved,unknown,disproved,2,0.42857142857142855,7,0.875,8,0.44642857142857145,0,0
ac252485b9867f4db31bc72ed3a01411,b65d1b09-f1bb-4052-a4ca-ad7d395e0f39,HighConflict,2,proved,unknown,disproved,1,0.8571428571428571,7,1.0,6,-0.1428571428571429,0,0
ac5bc06b9d62ca05882faa53ff4c2a2b,0556c5d3-82be-403f-bb84-0b00156242e9,HighConflict,2,proved,unknown,disproved,1,1.0,5,1.0,9,0.0,0,0
ac5bc06b9d62ca05882faa53ff4c2a2b,0df4fff6-dfed-4ce4-997e-69fd574e084d,HighConflict,1,proved,unknown,disproved,2,0.8333333333333334,6,1.0,10,0.16666666666666663,0,0
ac5bc06b9d62ca05882faa53ff4c2a2b,8ce3515d-076d-438d-a2d3-b94c4d1cd8d9,HighConflict,-1,proved,unknown,unknown,2,1.0,6,1.0,10,0.0,0,0
ad22ba1674c1c70c37240fff886e880d,061359f3-c652-4af3-a6cc-0c19df018eb7,HighConflict,-1,proved,unknown,unknown,2,0.75,8,1.0,7,0.25,0,0
ad22ba1674c1c70c37240fff886e880d,6facfccf-c428-4ce0-97ba-23b4abfcedfe,HighConflict,1,proved,unknown,disproved,2,0.875,8,1.0,6,0.125,0,0
ad22ba1674c1c70c37240fff886e880d,9e5af720-0c7c-4db2-83c0-5eb0d5196381,HighConflict,2,proved,unknown,disproved,1,1.0,4,0.9,10,0.09999999999999998,0,0
af507adf423e4f6687fcc0eae30df19f,3d1cc40c-c1db-4da9-9773-cb785e242a62,LowConflict,-1,disproved,disproved,proved,2,0.8333333333333334,6,1.0,6,0.16666666666666663,1,0
af507adf423e4f6687fcc0eae30df19f,9d1a65ac-01e1-4636-b3ab-8565a02b7cfb,LowConflict,1,disproved,disproved,unknown,2,0.8333333333333334,6,1.0,5,0.16666666666666663,1,0
af507adf423e4f6687fcc0eae30df19f,c8e8d050-3f35-49c0-a102-a61bed27390d,LowConflict,2,disproved,disproved,disproved,2,0.8333333333333334,6,1.0,6,0.16666666666666663,1,1
afc1363ea77602dc649cf358adac9a59,cc879b55-023a-4027-909f-4e9e3259f7ce,LowConflict,-1,proved,proved,unknown,2,1.0,6,1.0,6,0.0,1,0
afc1363ea77602dc649cf358adac9a59,e8944dc7-7064-464a-9831-56c2a6c93dc3,LowConflict,2,proved,proved,proved,2,1.0,5,1.0,6,0.0,1,1
afc1363ea77602dc649cf358adac9a59,eca5a9b4-1447-44ee-877b-2862e0653acc,LowConflict,1,proved,proved,disproved,2,1.0,6,1.0,4,0.0,1,0
bba98c2873d3bdf301e028f9df86eda9,6d4a0bb0-eed1-49cf-b57a-577271faf90d,HighConflict,2,unknown,unknown,unknown,2,0.875,8,1.0,4,0.125,1,1
bba98c2873d3bdf301e028f9df86eda9,9b3b2cbb-24f6-4fbd-b710-fd4920dc5c31,HighConflict,-1,unknown,unknown,disproved,2,1.0,6,1.0,6,0.0,1,0
bba98c2873d3bdf301e028f9df86eda9,a56b7ff1-1a50-43f2-a1b4-07ce7eacc1d9,HighConflict,1,unknown,unknown,unknown,1,0.875,8,1.0,11,-0.125,1,1
bbefdeb0c4de615da9b165d2c160a818,0c9fa248-2090-468e-ac39-458fa59d2403,HighConflict,-1,proved,proved,unknown,2,0.5,6,0.7,10,0.19999999999999996,1,0
bbefdeb0c4de615da9b165d2c160a818,3c7e86bb-10db-42d6-820c-0b6e03ce0154,HighConflict,1,proved,proved,proved,1,1.0,8,1.0,6,0.0,1,1
bbefdeb0c4de615da9b165d2c160a818,9bf4c9b9-ff02-48b1-8ddb-89f5753fa2ec,HighConflict,2,proved,proved,proved,2,1.0,6,1.0,9,0.0,1,1
bc56056b595b4d7381cb133fbcb0ce9b,31478045-12b7-4458-a65b-eb1f95a327a1,LowConflict,-1,disproved,unknown,proved,2,0.75,8,1.0,11,0.25,0,0
bc56056b595b4d7381cb133fbcb0ce9b,817989fb-c8bd-47c7-9a87-f99388275935,LowConflict,2,disproved,unknown,disproved,2,0.8333333333333334,6,1.0,6,0.16666666666666663,0,1
bc56056b595b4d7381cb133fbcb0ce9b,bd955b88-e071-4de7-99ee-4b8f9bd1705c,LowConflict,1,disproved,unknown,disproved,1,0.9,10,1.0,11,-0.09999999999999998,0,1
bccc6fc66c08f1d61545c53acb8a20a7,33fae681-9dfd-4986-b435-e516eeafbc14,HighConflict,-1,proved,proved,unknown,2,0.8333333333333334,6,1.0,5,0.16666666666666663,1,0
bccc6fc66c08f1d61545c53acb8a20a7,4e008bbf-dfad-4393-b885-50d9af33abf5,HighConflict,1,proved,proved,disproved,2,0.5454545454545454,11,0.7692307692307693,13,0.22377622377622386,1,0
bccc6fc66c08f1d61545c53acb8a20a7,ce068ad2-2732-46ea-90d6-9857480f2834,HighConflict,2,proved,proved,disproved,1,0.875,8,1.0,7,-0.125,1,0
c0a219ff710e288d89b770c95e13612b,012cfc5a-db23-4439-8eaf-6f4ebfe77bb3,LowConflict,1,proved,proved,disproved,2,1.0,7,1.0,6,0.0,1,0
c0a219ff710e288d89b770c95e13612b,3053a1cb-6f31-43e4-86fe-288f43624f84,LowConflict,-1,proved,proved,unknown,2,0.8333333333333334,6,1.0,6,0.16666666666666663,1,0
c0a219ff710e288d89b770c95e13612b,3364a840-f45d-453e-a41c-c5e37c8a0d89,LowConflict,2,proved,proved,proved,2,1.0,7,1.0,9,0.0,1,1
c247d28bdedf9d10a7fdb548601c5c3f,069c3a9c-7082-4b8a-8d2b-3c2dda453c03,LowConflict,2,proved,proved,proved,2,1.0,7,1.0,6,0.0,1,1
c247d28bdedf9d10a7fdb548601c5c3f,1cb1cddf-e541-47d8-a6af-229067b48fd0,LowConflict,1,proved,proved,proved,1,1.0,4,0.6666666666666666,6,0.33333333333333337,1,1
c247d28bdedf9d10a7fdb548601c5c3f,ca729f72-b451-4dfe-ab39-ed1e970a5cf0,LowConflict,-1,proved,proved,unknown,2,1.0,6,1.0,6,0.0,1,0
